id_ctzc;ecld_chefe_fmla;prfr_eqpt_csmr_menos_ee;dslg_tv_qund_n_esta_usdo;evita_eqpt_sb;porta_jnla_fcdo_usar_arcd;dslg_arcd_qund_fora_abte;evita_longo_banho_ce;usa_ce_posc_verao_ecnz_ee;evita_gldr_abta;n_guad_almt_qent_e_dstd_gldr;rglr_tmtt_gldr_cfrm_etac;n_seca_roupa_gldr;mntm_brch_gldr_bom_estd;usar_mdl_smnt_qund_cpcd_maxm;acml_roupa_pssr;dslg_fp_qund_encr_svco;usar_tmpr_idca_tcdo_fp;prfr_lmpd_led_frct;evita_ligar_lmpd_drte_dia;dslg_lmpd_abte_dcpd;elmn_pblm_itlc_eltc;rcbe_info_ecnz_ee;gtra_rcbr_info_ecnz_ee
14193;Fundamental I completo / Fundamental II incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Normalmente;Não;Sim
14194;Fundamental I completo / Fundamental II incompleto;Normalmente;Raramente;Raramente;;;Nunca;Raramente;Nunca;Nunca;Raramente;Raramente;Raramente;Raramente;Raramente;Nunca;Raramente;Nunca;Raramente;Raramente;Normalmente;Não sabe/não responde;Não sabe/não responde
14195;Analfabeto / Fundamental I incompleto;Raramente;Normalmente;Sempre;;;Raramente;Normalmente;Raramente;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Raramente;Normalmente;Raramente;Raramente;Normalmente;Sempre;Não;Sim
14196;Fundamental I completo / Fundamental II incompleto;Raramente;Normalmente;Sempre;;;Raramente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Raramente;Raramente;Raramente;Raramente;Normalmente;Sempre;Não;Não
14197;Médio completo/Superior incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Normalmente;Raramente;Raramente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Não sabe/não responde;Não
14198;Fundamental I completo / Fundamental II incompleto;Normalmente;Normalmente;Normalmente;;;Sempre;Normalmente;Raramente;Raramente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Não;Não
14262;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Normalmente;;;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;N/A;N/A;N/A;Sempre;Normalmente;Sempre;Sempre;Sim;
14199;Fundamental I completo / Fundamental II incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Normalmente;Sempre;Não;Sim
14200;Médio completo/Superior incompleto;Sempre;Raramente;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Não;Sim
14201;Fundamental completo/Médio incompleto;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sim;
14202;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Nunca;Normalmente;Raramente;Normalmente;Normalmente;Raramente;Sempre;Sempre;Sempre;Sempre;Sim;
14203;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Não;Sim
14204;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
14205;Médio completo/Superior incompleto;Sempre;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
14206;Superior completo;Sempre;Sempre;Sempre;;;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14207;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Não
14208;Superior completo;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Raramente;Sempre;Nunca;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Não;Sim
14209;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Não
14210;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
14211;Fundamental I completo / Fundamental II incompleto;Normalmente;Normalmente;Normalmente;;;;;Normalmente;Normalmente;Normalmente;N/A;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
14212;Fundamental completo/Médio incompleto;Raramente;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;N/A;Sempre;N/A;N/A;Nunca;Normalmente;Sempre;Sempre;Não;Sim
14213;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
14214;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
14215;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sim;
14216;Fundamental completo/Médio incompleto;Normalmente;Raramente;Nunca;;;Nunca;Raramente;Raramente;Nunca;Raramente;Raramente;Raramente;Raramente;Raramente;Nunca;Raramente;Raramente;Raramente;Raramente;Raramente;Não;Não
14217;Fundamental completo/Médio incompleto;Sempre;Raramente;Raramente;;;Raramente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Normalmente;Sempre;Não sabe/não responde;Sim
14218;Médio completo/Superior incompleto;Raramente;Nunca;Nunca;;;Raramente;Raramente;Raramente;Raramente;Normalmente;Raramente;Normalmente;Raramente;Raramente;Nunca;Raramente;Raramente;Raramente;Nunca;Normalmente;Não sabe/não responde;Não
14219;Fundamental completo/Médio incompleto;Sempre;Raramente;Normalmente;;;Raramente;Raramente;Normalmente;Raramente;Normalmente;Raramente;Raramente;Raramente;Raramente;Nunca;Raramente;Raramente;Raramente;Raramente;Normalmente;Não sabe/não responde;Não
14220;Fundamental completo/Médio incompleto;Raramente;Nunca;Nunca;;;Nunca;Nunca;Raramente;Nunca;Raramente;Nunca;Raramente;Raramente;Raramente;N/A;Nunca;Nunca;Nunca;Raramente;Normalmente;Não sabe/não responde;Não
14221;Fundamental completo/Médio incompleto;Sempre;Raramente;Raramente;;;Raramente;Raramente;Raramente;Raramente;Raramente;Nunca;Raramente;Raramente;Raramente;Nunca;Raramente;Raramente;Raramente;Raramente;Normalmente;Não sabe/não responde;Não
14222;Fundamental I completo / Fundamental II incompleto;Raramente;Nunca;Nunca;;;Nunca;Raramente;Raramente;Raramente;Raramente;Raramente;Raramente;Raramente;Raramente;Raramente;Raramente;Nunca;Raramente;Raramente;Normalmente;Não;Não
14223;Analfabeto / Fundamental I incompleto;Raramente;Raramente;Raramente;;;Raramente;Normalmente;Raramente;Nunca;Raramente;Raramente;Raramente;Raramente;Raramente;Raramente;Normalmente;Raramente;Raramente;Raramente;Raramente;Não;Não
14224;Fundamental I completo / Fundamental II incompleto;Normalmente;Raramente;Normalmente;;;Raramente;Normalmente;Raramente;Raramente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Raramente;Raramente;Raramente;Sempre;Não;Não
14225;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
14226;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Normalmente;;;Raramente;Raramente;Raramente;Raramente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Raramente;Raramente;Raramente;Sempre;Não;Não
14227;Médio completo/Superior incompleto;Raramente;Normalmente;Normalmente;;;Raramente;Normalmente;Raramente;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Normalmente;Raramente;Raramente;Normalmente;Sempre;Não;Não
14228;Analfabeto / Fundamental I incompleto;Normalmente;Raramente;Normalmente;;;Raramente;Normalmente;Raramente;Normalmente;Sempre;Normalmente;Sempre;Raramente;Raramente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Não sabe/não responde;Não
14361;Superior completo;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Nunca;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Não;Sim
14229;Analfabeto / Fundamental I incompleto;Raramente;Raramente;Normalmente;;;Raramente;Raramente;Raramente;Raramente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Raramente;Normalmente;Raramente;Raramente;Raramente;Sempre;Não;Não
14230;Analfabeto / Fundamental I incompleto;Normalmente;Raramente;Raramente;;;Normalmente;Normalmente;Raramente;Raramente;Raramente;Raramente;Raramente;Raramente;Normalmente;Raramente;Normalmente;Raramente;Raramente;Raramente;Raramente;Não;Não
14231;Analfabeto / Fundamental I incompleto;Sempre;Raramente;Raramente;;;Raramente;Raramente;Raramente;Raramente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Raramente;Raramente;Raramente;Normalmente;Não;Não
14232;Superior completo;Normalmente;Raramente;Normalmente;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Não;Sim
14233;Médio completo/Superior incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Sim;
14234;Fundamental I completo / Fundamental II incompleto;Sempre;Raramente;Sempre;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Sempre;Não;Sim
14235;Superior completo;Sempre;Normalmente;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Raramente;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Não;Sim
14236;Médio completo/Superior incompleto;Normalmente;Normalmente;Normalmente;;;Raramente;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sim;
14237;Médio completo/Superior incompleto;Sempre;Raramente;Sempre;;;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Raramente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sim;
14238;Superior completo;Sempre;Normalmente;Normalmente;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Raramente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Não;Sim
14239;Médio completo/Superior incompleto;Normalmente;Raramente;Sempre;;;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Sempre;N/A;N/A;N/A;N/A;Normalmente;Sempre;Normalmente;Sempre;Não;Sim
14240;Analfabeto / Fundamental I incompleto;Normalmente;Normalmente;Sempre;;;;;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;N/A;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
14241;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;N/A;Não;Sim
14242;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;N/A;Não;Sim
14243;Fundamental I completo / Fundamental II incompleto;Normalmente;Normalmente;Sempre;;;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;N/A;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
14244;Fundamental completo/Médio incompleto;Sempre;Sempre;Normalmente;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sim;
14245;Médio completo/Superior incompleto;Sempre;N/A;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
14246;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Raramente;;;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14247;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;N/A;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14248;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
14249;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
14250;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14251;Analfabeto / Fundamental I incompleto;Sempre;Sempre;N/A;;;N/A;Sempre;Sempre;Normalmente;Raramente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Raramente;Sempre;Sempre;Sempre;Não;Sim
14252;Fundamental completo/Médio incompleto;Sempre;Sempre;N/A;;;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Não
14253;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Não
14254;Fundamental I completo / Fundamental II incompleto;Normalmente;Sempre;Sempre;;;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
14255;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Sempre;;;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
14256;Fundamental I completo / Fundamental II incompleto;Sempre;Normalmente;Sempre;;;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
14257;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
14258;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Não;Sim
14259;Analfabeto / Fundamental I incompleto;Normalmente;Sempre;Normalmente;;;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Não;Sim
14260;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
14261;Fundamental completo/Médio incompleto;Sempre;Raramente;Sempre;;;Raramente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Sempre;N/A;N/A;N/A;Sempre;Sempre;Normalmente;Normalmente;Não;Sim
14263;Fundamental completo/Médio incompleto;Sempre;Normalmente;Sempre;;;Sempre;Normalmente;Raramente;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Não;Sim
14264;Fundamental completo/Médio incompleto;Normalmente;Sempre;Normalmente;;;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Não;Sim
14265;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Nunca;Não;Sim
14266;Fundamental I completo / Fundamental II incompleto;Sempre;Normalmente;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Sim;
14267;Fundamental completo/Médio incompleto;Sempre;Normalmente;Normalmente;;;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sim;
14268;Médio completo/Superior incompleto;Normalmente;Sempre;Raramente;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
14269;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Sim;
14270;Médio completo/Superior incompleto;Normalmente;Sempre;Normalmente;;;Normalmente;Sempre;Normalmente;Raramente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14271;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14272;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Não;Sim
14273;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
14274;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sim;
14275;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Não;Não
14276;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Não;Sim
14277;Médio completo/Superior incompleto;Normalmente;Sempre;Raramente;;;Normalmente;Normalmente;Raramente;Normalmente;Raramente;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Não;Sim
14278;Médio completo/Superior incompleto;Sempre;N/A;Nunca;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
14279;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Não sabe/não responde
14280;Superior completo;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
14281;Fundamental I completo / Fundamental II incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Normalmente;Raramente;Normalmente;Raramente;Nunca;Raramente;Normalmente;N/A;N/A;N/A;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
14282;Fundamental I completo / Fundamental II incompleto;Raramente;Normalmente;Sempre;;;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Não;Sim
14283;Superior completo;Normalmente;Normalmente;Sempre;;;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
14284;Superior completo;Normalmente;Normalmente;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Não;Sim
14285;Médio completo/Superior incompleto;Sempre;Normalmente;Normalmente;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sim;
14286;Médio completo/Superior incompleto;Normalmente;Raramente;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Raramente;Normalmente;Raramente;Raramente;Normalmente;Normalmente;Não sabe/não responde;Sim
14287;Analfabeto / Fundamental I incompleto;Normalmente;Normalmente;Sempre;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sim;
14288;Fundamental completo/Médio incompleto;Raramente;Raramente;Normalmente;;;Raramente;Sempre;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sim;
14289;Médio completo/Superior incompleto;Normalmente;Normalmente;Sempre;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sim;
14290;Analfabeto / Fundamental I incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Normalmente;Sim;
