id_ctzc;ecld_chefe_fmla;prfr_eqpt_csmr_menos_ee;dslg_tv_qund_n_esta_usdo;evita_eqpt_sb;porta_jnla_fcdo_usar_arcd;dslg_arcd_qund_fora_abte;evita_longo_banho_ce;usa_ce_posc_verao_ecnz_ee;evita_gldr_abta;n_guad_almt_qent_e_dstd_gldr;rglr_tmtt_gldr_cfrm_etac;n_seca_roupa_gldr;mntm_brch_gldr_bom_estd;usar_mdl_smnt_qund_cpcd_maxm;acml_roupa_pssr;dslg_fp_qund_encr_svco;usar_tmpr_idca_tcdo_fp;prfr_lmpd_led_frct;evita_ligar_lmpd_drte_dia;dslg_lmpd_abte_dcpd;elmn_pblm_itlc_eltc;rcbe_info_ecnz_ee;gtra_rcbr_info_ecnz_ee
14082;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Nunca;Nunca;Raramente;Sempre;Sempre;N/A;N/A;Normalmente;Normalmente;Normalmente;Sempre;Sim;
14083;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Nunca;Nunca;Sempre;Sempre;Sempre;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
14084;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Normalmente;Normalmente;Nunca;Nunca;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Não
14085;Médio completo/Superior incompleto;Sempre;Sempre;Nunca;;;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Não;Sim
14086;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Normalmente;Nunca;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
14087;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;N/A;N/A;N/A;Raramente;Sempre;Normalmente;Sempre;Não;Sim
14088;Médio completo/Superior incompleto;Sempre;Normalmente;Sempre;;;;;Normalmente;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
14089;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Sempre;Sempre;Sempre;Normalmente;Sim;
14090;Fundamental completo/Médio incompleto;Sempre;Normalmente;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Raramente;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
14091;Médio completo/Superior incompleto;Normalmente;Normalmente;Sempre;;;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sim;
14092;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Raramente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Raramente;Sempre;Sempre;Sempre;Sempre;Sim;
14093;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sempre;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sim;
14094;Superior completo;Sempre;Normalmente;Normalmente;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Não;Sim
14095;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Não;Sim
14096;Médio completo/Superior incompleto;Nunca;Normalmente;Sempre;;;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
14097;Fundamental I completo / Fundamental II incompleto;Sempre;Normalmente;Sempre;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sim;
14098;Superior completo;Sempre;Normalmente;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
14099;Superior completo;Sempre;Normalmente;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sim;
14100;Médio completo/Superior incompleto;Sempre;Normalmente;Sempre;;;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sim;
14101;Fundamental completo/Médio incompleto;Sempre;Raramente;Sempre;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Não sabe/não responde;Sim
14102;Superior completo;Normalmente;Normalmente;Sempre;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Normalmente;Não;Sim
14103;Médio completo/Superior incompleto;Normalmente;Sempre;Normalmente;;;Raramente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Raramente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Não;Sim
14104;Superior completo;Normalmente;Sempre;Normalmente;;;Normalmente;Raramente;Normalmente;Normalmente;Raramente;Normalmente;Raramente;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
14105;Médio completo/Superior incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Não;Sim
14106;Médio completo/Superior incompleto;Normalmente;Normalmente;Sempre;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Normalmente;Normalmente;Não;Sim
14107;Médio completo/Superior incompleto;Normalmente;Sempre;Normalmente;;;Sempre;Raramente;Raramente;Normalmente;Normalmente;Raramente;Normalmente;Raramente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Normalmente;Não;Sim
14108;Médio completo/Superior incompleto;Normalmente;Normalmente;Raramente;;;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Nunca;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sim;
14109;Médio completo/Superior incompleto;Normalmente;Normalmente;Normalmente;;;Sempre;Normalmente;Raramente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Normalmente;Sempre;Não;Sim
14110;Fundamental completo/Médio incompleto;Normalmente;Sempre;Normalmente;;;Normalmente;Raramente;Raramente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Não;Sim
14111;Superior completo;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Raramente;Raramente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Normalmente;Sim;
14112;Fundamental completo/Médio incompleto;Sempre;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sim;
14113;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Sempre;Raramente;Normalmente;Raramente;Nunca;Nunca;Raramente;Raramente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Não;Sim
14114;Fundamental completo/Médio incompleto;Sempre;Sempre;Raramente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14115;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Normalmente;Raramente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Normalmente;Não;Sim
14116;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Raramente;Raramente;Raramente;Raramente;Nunca;Normalmente;Sempre;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Normalmente;Não;Sim
14117;Analfabeto / Fundamental I incompleto;Normalmente;Normalmente;Sempre;;;Normalmente;Raramente;Raramente;Normalmente;Raramente;Nunca;Raramente;Raramente;N/A;N/A;N/A;Normalmente;Sempre;Normalmente;Sempre;Não;Sim
14118;Fundamental completo/Médio incompleto;Normalmente;Sempre;Normalmente;;;Normalmente;Raramente;Raramente;Nunca;Raramente;Normalmente;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Normalmente;Sempre;Não;Sim
14119;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sim;
14120;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Normalmente;Normalmente;Sempre;Raramente;Raramente;Sempre;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sim;
14121;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Raramente;Raramente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Sim;
14122;Fundamental I completo / Fundamental II incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Raramente;Normalmente;Raramente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Não;Sim
14123;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Raramente;Raramente;Normalmente;Raramente;Nunca;Raramente;Normalmente;N/A;N/A;N/A;Raramente;Normalmente;Normalmente;Sempre;Não;Sim
14124;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Sempre;Raramente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Normalmente;Não;Sim
14125;Fundamental I completo / Fundamental II incompleto;Normalmente;Sempre;Normalmente;;;Normalmente;Raramente;Normalmente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Normalmente;Sim;
14126;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;Sempre;Normalmente;Normalmente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
14127;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Raramente;Nunca;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14128;Fundamental I completo / Fundamental II incompleto;Normalmente;Normalmente;Raramente;;;Normalmente;Raramente;Raramente;Raramente;Nunca;Nunca;Raramente;Normalmente;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Normalmente;Não;Sim
14129;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
14130;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Raramente;;;Raramente;Raramente;Normalmente;Raramente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Não;Sim
14131;Fundamental completo/Médio incompleto;Raramente;Normalmente;Normalmente;;;Normalmente;Normalmente;Raramente;Normalmente;Raramente;Nunca;Raramente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Normalmente;Não;Sim
14132;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sim;
14133;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sim;
14134;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
14135;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sim;
14136;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Normalmente;Sempre;Raramente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sim;
14137;Médio completo/Superior incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Raramente;Raramente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Normalmente;Não;Sim
14138;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Sempre;;;Sempre;Raramente;Normalmente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;N/A;N/A;N/A;Sempre;Normalmente;Normalmente;Sempre;Não;Sim
14139;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;Normalmente;Normalmente;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Não
14140;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Raramente;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Não;Não
14141;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Raramente;Raramente;Normalmente;Não sabe/não responde;Sim
14142;Fundamental completo/Médio incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sim;
14143;Médio completo/Superior incompleto;Raramente;Normalmente;Raramente;;;Normalmente;Raramente;Normalmente;Normalmente;Sempre;Sempre;Normalmente;Normalmente;N/A;N/A;N/A;Raramente;Normalmente;Normalmente;Sempre;Não;Sim
14144;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
14145;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
14146;Superior completo;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Não
14147;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;Raramente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não sabe/não responde;Não sabe/não responde
14148;Superior completo;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Não sabe/não responde
14149;Superior completo;Sempre;Sempre;Raramente;;;Normalmente;Normalmente;Normalmente;Nunca;Normalmente;Normalmente;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
14150;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sim;
14151;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
14152;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
14153;Fundamental completo/Médio incompleto;Sempre;Sempre;Normalmente;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
14154;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
14155;Médio completo/Superior incompleto;Raramente;Sempre;Sempre;;;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Raramente;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sim;
14156;Fundamental I completo / Fundamental II incompleto;Normalmente;Sempre;Sempre;;;Sempre;Normalmente;Sempre;Sempre;Sempre;Raramente;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Sim;
14157;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14158;Superior completo;Sempre;Sempre;Normalmente;;;;;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Normalmente;Sim;
14159;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Não;Não
14160;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sim;
14161;Superior completo;Sempre;Normalmente;Normalmente;;;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
14162;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sim;
14163;Superior completo;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Não;Sim
14164;Fundamental completo/Médio incompleto;Sempre;Sempre;Raramente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Não
14165;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Não;Não
14166;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Raramente;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Não
14167;Fundamental completo/Médio incompleto;Sempre;Normalmente;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Não;Não
14168;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;Sempre;Sempre;Sempre;Sempre;Raramente;Nunca;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
14169;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Nunca;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
14170;Médio completo/Superior incompleto;Normalmente;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14171;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
14172;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14173;Superior completo;Sempre;Sempre;Sempre;;;N/A;N/A;N/A;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14174;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
14175;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
14176;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14177;Fundamental completo/Médio incompleto;Raramente;Sempre;Nunca;Sempre;Sempre;Nunca;Nunca;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14178;Superior completo;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
14179;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
14180;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
14181;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
14182;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Não sabe/não responde;Sim
14183;Médio completo/Superior incompleto;Sempre;Normalmente;Sempre;;;Sempre;Sempre;Sempre;Normalmente;Sempre;Raramente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sim;
14184;Superior completo;Sempre;Normalmente;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Não;Sim
14185;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Não;Sim
14186;Médio completo/Superior incompleto;Sempre;Normalmente;Raramente;;;Sempre;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
14187;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Não;Sim
14188;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Normalmente;Nunca;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Não sabe/não responde;Sim
14189;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Nunca;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Sempre;Sempre;Sempre;Sempre;Sim;
14190;Fundamental I completo / Fundamental II incompleto;Raramente;Normalmente;Raramente;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Não;Sim
14191;Fundamental I completo / Fundamental II incompleto;Raramente;Normalmente;Normalmente;;;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Raramente;Raramente;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Sempre;Não;Sim
14192;Fundamental I completo / Fundamental II incompleto;Normalmente;Normalmente;Normalmente;;;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Sempre;Não;Sim
