id_dmcl;qt_banr;qt_atmv;qt_moto;tipo_fonte_agua;tipo_pvmt_rua;nu_mrdr;tipo_dmcl;cor_pdmn_prde_extn;ornt_mria_jnla;jnla_vras_prde;ar_dmcl_m2;mtrl_pdmn_prde_extn;mtrl_pdmn_tlhd;orig_ee_dmcl;fonte_prop_gerc_ee;tipo_atvd_dmcl
109;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Oeste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
110;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Não sabe/não responde
111;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Leste;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
112;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Leste;Sim;24.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
113;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Leste;Não;44.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
114;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Norte;Sim;50.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
115;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
116;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Oeste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
117;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Apartamento;Claro;Leste;Não;40.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
118;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Apartamento;Médio;Norte;Não;30.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
119;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Nordeste;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
120;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Norte;Sim;52.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
121;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sul;Sim;68.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
122;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Leste;Sim;94.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
123;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Norte;Sim;23.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
124;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
125;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Leste;Sim;24.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
126;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Leste;Não;26.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
127;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Norte;Sim;34.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
128;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Sul;Não;60.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
129;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Sul;Não;60.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
130;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Sim;44.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
131;1;0;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Nordeste;Sim;48.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
132;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;2;Casa;Médio;Oeste;Sim;80.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
133;2;2;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Sul;Sim;90.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
134;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;5;Casa;Claro;Norte;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
135;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Claro;Sul;Sim;60.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
136;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Leste;Sim;44.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
137;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Escuro;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
138;2;0;1;Rede geral de distribuicao;Terra ou Cascalho;2;Casa;Médio;Leste;Sim;70.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
139;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;2;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
140;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;10;Casa;Claro;Leste;Sim;76.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
141;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
142;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Apartamento;Médio;Norte;Sim;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
143;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Leste;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
144;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
145;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Apartamento;Claro;Norte;Não;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
146;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Apartamento;Claro;Leste;Não;48.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
147;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Leste;Sim;13.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
148;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Oeste;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
149;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Escuro;Sul;Não;30.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
150;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Leste;Sim;35.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
151;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Leste;Sim;60.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
152;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Norte;Sim;30.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
153;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Leste;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
154;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Oeste;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
155;2;0;3;Rede geral de distribuicao;Asfaltada ou Pavimentada;9;Casa;Médio;Oeste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
156;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Sul;Sim;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
157;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Médio;Sul;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
158;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Norte;Não;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
159;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Sul;Sim;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
160;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Norte;Sim;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
161;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Leste;Não;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
162;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
163;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Médio;Leste;Não;84.0;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
164;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Leste;Não;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
165;1;0;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Escuro;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
166;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Quarto ou Cômodo;Claro;Leste;Não;14.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Tem outra(s) atividade(s)
167;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Oeste;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
168;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Médio;Leste;Sim;42.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
169;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Nordeste;Não;84.0;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
170;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Médio;Oeste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
171;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Escuro;Leste;Sim;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
172;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Escuro;Norte;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
173;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Leste;Sim;20.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
174;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Sim;142.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
175;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
176;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Leste;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
177;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Apartamento;Escuro;Não foi possível obter a informação;Não;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
178;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Não foi possível obter a informação;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
179;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Leste;Sim;32.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
180;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Oeste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
181;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Oeste;Sim;30.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
182;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
183;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Oeste;Sim;60.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
184;1;3;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Apartamento;Claro;Leste;Sim;12.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
185;2;0;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
186;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Norte;Sim;34.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
187;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Nordeste;Não;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
188;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Médio;Norte;Sim;30.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
189;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
190;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
191;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;9;Apartamento;Claro;Norte;Sim;32.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
